log; delta; alpha; epsilon; approximated; quality checker; significance; dfDistrib; dep measure; attrib; sample size; times triggered; fitness; time; distToOriginal; fitnessAtFirst; distToOrigAtFirst; original; df repr.; dep measure repr.; attribute repr.; 
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;3970;5;0,9517998246380086;37697;0.002122157201591;0.955115296758473;0.005437629322055;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;684;0;0,9533740611142667;7393;0.003696393677849;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;677;0;0,9467851911695038;9629;0.002892476266914;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;674;0;0,9522376080991698;6658;0.002559940662752;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;1989;2;0,9501902613051793;18017;5.13E-04;0.947448075648573;0.002229591787845;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;688;0;0,9482876379511397;8192;0.001390029485278;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;691;0;0,951393603942246;9130;0.001715936505828;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;667;0;0,9525261861652473;8914;0.002848518728829;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;676;0;0,948596859821907;7315;0.001080807614511;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;false;683;0;0,9472410121185418;7235;0.002436655317876;0;0.949677667436418;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;8566;12;0,9490306251134402;85517;6.47E-04;0.955160766094176;0.005483098657758;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;7921;11;0,9501742051508507;85955;4.97E-04;0.953006219697434;0.003328552261016;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;7902;11;0,9493458795605917;77783;3.32E-04;0.946814120782449;0.002863546653968;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;7901;11;0,9493134008071102;82202;3.64E-04;0.951396791044102;0.001719123607684;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;7241;10;0,949516449555661;74735;1.61E-04;0.948082657176201;0.001595010260217;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;9233;13;0,9492120938580397;87950;4.66E-04;0.949090696654303;5.87E-04;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;9232;13;0,9497078618618606;92849;3.02E-05;0.950987951444075;0.001310284007657;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;5923;8;0,9484257528995491;73127;0.001251914536869;0.952159912235456;0.002482244799038;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;9877;14;0,9489258423892497;97975;7.52E-04;0.947196881305545;0.002480786130873;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;false;false;true;8565;12;0,9490031661686578;93905;6.75E-04;0.946962257825808;0.00271540961061;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;8574;12;0,948939948144643;78670;7.38E-04;0.955249892326048;0.00557222488963;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;9230;13;0,9494733139131625;97267;2.04E-04;0.954492630515435;0.004814963079017;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;7907;11;0,949860871616911;75400;1.83E-04;0.945846395297989;0.003831272138429;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;6587;9;0,9486207589007811;72690;0.001056908535637;0.951037620248507;0.001359952812089;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;6583;9;0,9502266774319826;71011;5.49E-04;0.947380296851965;0.002297370584453;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;3975;5;0,949692027520076;44359;1.44E-05;0.948071615815035;0.001606051621383;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;8575;12;0,9499170252017705;92868;2.39E-04;0.951028539508081;0.001350872071663;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;5257;7;0,9503463673622993;49217;6.69E-04;0.952091884073792;0.002414216637374;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;8564;12;0,9497822279002354;92975;1.05E-04;0.947098238547813;0.002579428888605;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;external;0,05;true;false;true;7260;10;0,9508496935622893;67149;0.001172026125871;0.946180818328794;0.003496849107623;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
