delta;alpha;epsilon;k;time;logSize;variants;approximated;fitness;deviations;approximationMode;resources
0.1;0.95;0.01;0.1;11;37;13;0;-1.0;{Payment+complete=0.5555555555555556, Insert Date Appeal to Prefecture+complete=0.2222222222222222, Send Appeal to Prefecture+complete=0.2222222222222222};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;35;12;0;-1.0;{Insert Date Appeal to Prefecture+complete=0.5, Send Appeal to Prefecture+complete=0.5};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;68;38;16;0;-1.0;{Send Fine+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;9;36;15;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;36;15;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;36;13;0;-1.0;{Payment+complete=0.16666666666666666, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333, Receive Result Appeal from Prefecture+complete=0.16666666666666666};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;38;16;0;-1.0;{Payment+complete=0.3333333333333333, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;34;14;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;10;34;15;0;-1.0;{Payment+complete=0.6, Insert Date Appeal to Prefecture+complete=0.2, Send Appeal to Prefecture+complete=0.2};NONALIGNING_KNOWN;{}
0.1;0.95;0.01;0.1;9;39;15;0;-1.0;{Payment+complete=0.5, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;77;26;14;0;-1.0;{Payment+complete=0.42857142857142855, Insert Date Appeal to Prefecture+complete=0.2857142857142857, Send Appeal to Prefecture+complete=0.2857142857142857};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;26;12;0;-1.0;{};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;8;26;10;0;-1.0;{};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;8;26;15;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;29;14;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;26;12;0;-1.0;{Insert Date Appeal to Prefecture+complete=0.5, Send Appeal to Prefecture+complete=0.5};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;25;13;0;-1.0;{Payment+complete=0.3333333333333333, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;27;15;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;61;25;15;0;-1.0;{Payment+complete=0.3333333333333333, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.1;0.9;0.01;0.1;9;32;15;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.01;0.99;0.05;0.1;89;656;22;0;-1.0;{Payment+complete=0.36363636363636365, Insert Date Appeal to Prefecture+complete=0.2159090909090909, Add penalty+complete=0.022727272727272728, Insert Fine Notification+complete=0.011363636363636364, Send Appeal to Prefecture+complete=0.2159090909090909, Notify Result Appeal to Offender+complete=0.056818181818181816, Appeal to Judge+complete=0.022727272727272728, Receive Result Appeal from Prefecture+complete=0.056818181818181816, Send Fine+complete=0.03409090909090909};NONALIGNING_KNOWN;{}
0.01;0.99;0.05;0.1;87;656;30;0;-1.0;{Payment+complete=0.43373493975903615, Insert Date Appeal to Prefecture+complete=0.20481927710843373, Add penalty+complete=0.012048192771084338, Send Appeal to Prefecture+complete=0.20481927710843373, Notify Result Appeal to Offender+complete=0.060240963855421686, Receive Result Appeal from Prefecture+complete=0.060240963855421686, Send Fine+complete=0.024096385542168676};NONALIGNING_KNOWN;{}
0.01;0.99;0.05;0.1;87;657;31;0;-1.0;{Payment+complete=0.36046511627906974, Insert Date Appeal to Prefecture+complete=0.23255813953488372, Add penalty+complete=0.023255813953488372, Insert Fine Notification+complete=0.011627906976744186, Send Appeal to Prefecture+complete=0.23255813953488372, Notify Result Appeal to Offender+complete=0.03488372093023256, Receive Result Appeal from Prefecture+complete=0.05813953488372093, Appeal to Judge+complete=0.011627906976744186, Send Fine+complete=0.03488372093023256};NONALIGNING_KNOWN;{}
0.01;0.99;0.05;0.1;88;643;25;0;-1.0;{Payment+complete=0.5384615384615384, Insert Date Appeal to Prefecture+complete=0.18461538461538463, Add penalty+complete=0.03076923076923077, Send Appeal to Prefecture+complete=0.18461538461538463, Notify Result Appeal to Offender+complete=0.015384615384615385, Appeal to Judge+complete=0.015384615384615385, Receive Result Appeal from Prefecture+complete=0.015384615384615385, Send Fine+complete=0.015384615384615385};NONALIGNING_KNOWN;{}
0.01;0.99;0.05;0.1;91;656;32;0;-1.0;{Payment+complete=0.39823008849557523, Insert Date Appeal to Prefecture+complete=0.21238938053097345, Add penalty+complete=0.008849557522123894, Insert Fine Notification+complete=0.008849557522123894, Send Appeal to Prefecture+complete=0.21238938053097345, Notify Result Appeal to Offender+complete=0.04424778761061947, Receive Result Appeal from Prefecture+complete=0.04424778761061947, Appeal to Judge+complete=0.035398230088495575, Send Fine+complete=0.035398230088495575};NONALIGNING_KNOWN;{}
